wix-protos-catalyst-one-app-session-api, detected pypi license: None
BSD-3-Clause,
Pypi provided an SPDX id.
zentuxlog-client,
Apache License 2.0,
Apache-2.0,
Converted.
zenv, detected pypi license: None
zenv-cli,
MIT,
MIT,
Pypi provided an SPDX id.
zenwarch,
BSD,
BSD,
NOT Converted.
zeo,
ZPL 2.1,
ZPL-2.1,
Converted.
zeo-connector,
MIT,
MIT,
Pypi provided an SPDX id.
zeo-connector-defaults,
MIT,
MIT,
Pypi provided an SPDX id.
zeoliteclusterizer,
Free for non-commercial use,
Free for non-commercial use,
NOT Converted.
zeomega-recipe-mxodbcconnect,
GPL,
GPL,
NOT Converted.
zeonapi,
UNKNOWN,
UNKNOWN,
NOT Converted.
zeorawdata,
UNKNOWN,
UNKNOWN,
NOT Converted.
zeo-winservice,
MIT,
MIT,
Pypi provided an SPDX id.
zepben-cimbend,
MPL 2.0,
MPL-2.0,
Converted.
zepben-evolve,
MPL 2.0,
MPL-2.0,
Converted.
zepben-protobuf,
Mozilla Public License v2.0,
MPL-2.0,
Converted.
zepel, detected pypi license: None
zeph,
MIT,
MIT,
Pypi provided an SPDX id.
zephserver,
UNKNOWN,
UNKNOWN,
NOT Converted.
zephyr,
UNKNOWN,
UNKNOWN,
NOT Converted.
zephyr-bootstrap, detected pypi license: None
zephyrpython27pkg, 404 - page not found
zephyrpython34pkg, 404 - page not found
zephyr-sdk, detected pypi license: None
zephyr-seis,
MIT,
MIT,
Pypi provided an SPDX id.
zephyr-uploader, detected pypi license: None
zephyrus-sc2-parser, detected pypi license: None
zepid,
MIT,
MIT,
Pypi provided an SPDX id.
zepl,
AGPL-3.0-or-later,
AGPL-3.0-or-later,
Pypi provided an SPDX id.
zepl-broker,
AGPL-3.0-or-later,
AGPL-3.0-or-later,
Pypi provided an SPDX id.
zepl-device,
AGPL-3.0-or-later,
AGPL-3.0-or-later,
Pypi provided an SPDX id.
zepl-logging,
MIT,
MIT,
Pypi provided an SPDX id.
zeplyn, detected pypi license: None
zeppelin-doc-zh, detected pypi license: None
zeppelin-handy-helpers,
MIT,
MIT,
Pypi provided an SPDX id.
zeppelin-pyclient, detected pypi license: None
zeppelin-utils, detected pypi license: None
zeppi-convert,
MIT,
MIT,
Pypi provided an SPDX id.
zeppi-convertx,
MIT,
MIT,
Pypi provided an SPDX id.
zeppos-airflow,
Apache License 2.0,
Apache-2.0,
Converted.
zeppy, detected pypi license: None
zepster,
Apache,
Apache,
NOT Converted.
zepto,
gpl-3.0,
GPL-3.0-only,
Converted.
zeptosoft, detected pypi license: None
zeptrionairapi, detected pypi license: None
zeptron, detected pypi license: None
zepusu,
MIT,
MIT,
Pypi provided an SPDX id.
zepwn,
MIT,
MIT,
Pypi provided an SPDX id.
zequals,
UNKNOWN,
UNKNOWN,
NOT Converted.
zeras, detected pypi license: None
zerg,
UNKNOWN,
UNKNOWN,
NOT Converted.
zergmacroplot, detected pypi license: None
zerial,
MIT,
MIT,
Pypi provided an SPDX id.
zerigodns,
BSD License,
BSD License,
NOT Converted.
zermelo-py,
MIT,
MIT,
Pypi provided an SPDX id.
zernike,
GPLv3+,
GPL-3.0-or-later,
Converted.
zero,
GPLv3,
GPL-3.0-only,
Converted.
zeroae-cli,
MIT,
MIT,
Pypi provided an SPDX id.
zeroae-goblet,
Apache,
Apache,
NOT Converted.
zerobin, detected pypi license: None
zerobounce, detected pypi license: None
zerobouncesdk,
MIT,
MIT,
Pypi provided an SPDX id.
zero-buffer,
BSD,
BSD,
NOT Converted.
zerobug,
Affero GPL,
Affero GPL,
NOT Converted.
zerobugz, detected pypi license: None
zerobyt, detected pypi license: None
zerocalculatortest,
MIT,
MIT,
Pypi provided an SPDX id.
zerocater,
MIT,
MIT,
Pypi provided an SPDX id.
zerochan,
MIT,
MIT,
Pypi provided an SPDX id.
zeroc-ice,
GPL v2 with exceptions,
GPL-2.0-only,
Converted.
zeroc-icecertutils,
BSD,
BSD,
NOT Converted.
zeroc-icehashpassword,
BSD,
BSD,
NOT Converted.
zeroclient,
MIT,
MIT,
Pypi provided an SPDX id.
zero-common,
apache license v2.0,
Apache-2.0,
Converted.
zeroconf,
LGPL,
LGPL,
NOT Converted.
zeroconf2,
LGPL,
LGPL,
NOT Converted.
zeroconf3,
MIT,
MIT,
Pypi provided an SPDX id.
zeroconf-monkey,
LGPL,
LGPL,
NOT Converted.
zeroconf-py2compat,
LGPL,
LGPL,
NOT Converted.
zeroconf-service,
MIT,
MIT,
Pypi provided an SPDX id.
zerocrawler, detected pypi license: None
zerocrypt, detected pypi license: None
zerocue, detected pypi license: None
zerodb,
AGPLv3,
AGPL-3.0-only,
Converted.
zerodbext-catalog,
BSD-derived http://www.repoze.org/LICENSE.txt,
BSD-derived http://www.repoze.org/LICENSE.txt,
NOT Converted.
zerodb-server,
AGPLv3,
AGPL-3.0-only,
Converted.
zero-divisor-graph,
MIT,
MIT,
Pypi provided an SPDX id.
zerodoc,
GPL v3,
GPL-3.0-only,
Converted.
zero-downtime-deploy,
The MIT License,
MIT,
Converted.
zero-downtime-migrations,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
zeroed,
MIT,
MIT,
Pypi provided an SPDX id.
zero-example, detected pypi license: None
zeroframe-ws-client,
MIT,
MIT,
Pypi provided an SPDX id.
zerofs, detected pypi license: None
zerogravity,
GPL>=3,
GPL-3.0-or-later,
Converted.
zerogroup,
BSD,
BSD,
NOT Converted.
zeroguard,
AGPL-3.0,
AGPL-3.0-only,
Converted.
zeroguard-cli,
AGPL-3.0,
AGPL-3.0-only,
Converted.
zeroguard-sdk,
AGPL-3.0,
AGPL-3.0-only,
Converted.
zeroinger,
MIT,
MIT,
Pypi provided an SPDX id.
zerokspot-recipe-distutils,
UNKNOWN,
UNKNOWN,
NOT Converted.
zerokspot-recipe-git,
UNKNOWN,
UNKNOWN,
NOT Converted.
zerolab-django-email-views, 404 - page not found
zeroless,
LGPLv2+,
LGPL-2.0-or-later,
Converted.
zeroless-tools,
GPLv3,
GPL-3.0-only,
Converted.
zerolib,
GPLv3+,
GPL-3.0-or-later,
Converted.
zerolibs, detected pypi license: None
zeroloader-py, detected pypi license: None
zerolog, detected pypi license: None
zerologger,
MIT,
MIT,
Pypi provided an SPDX id.
zeromessage,
MIT,
MIT,
Pypi provided an SPDX id.
zeromq-pyre, detected pypi license: None
zeroncy,
GNU 3.0,
GPL-3.0-only,
Converted.
zeronet,
MIT,
MIT,
Pypi provided an SPDX id.
zeronimo,
BSD,
BSD,
NOT Converted.
zeroone,
MIT,
MIT,
Pypi provided an SPDX id.
zeropdk,
MIT License,
MIT,
Converted.
zerophone, detected pypi license: None
zerophone-api-daemon, detected pypi license: None
zerophone-hw, detected pypi license: None
zero-play, detected pypi license: None
zeropos,
GPL-3,
GPL-3.0-only,
Converted.
zeropwn,
MIT,
MIT,
Pypi provided an SPDX id.
zeropy, detected pypi license: None
zerorm,
MIT,
MIT,
Pypi provided an SPDX id.
zerorpc,
MIT,
MIT,
Pypi provided an SPDX id.
zerorpc2,
MIT,
MIT,
Pypi provided an SPDX id.
zerorpc-2,
MIT,
MIT,
Pypi provided an SPDX id.
zerorpc-statsd,
UNKNOWN,
UNKNOWN,
NOT Converted.
zeros,
UNKNOWN,
UNKNOWN,
NOT Converted.
zeroscale, detected pypi license: None
zeroseg-api,
ISC,
ISC,
Pypi provided an SPDX id.
zeroseg-improved,
MIT,
MIT,
Pypi provided an SPDX id.
zerosms, detected pypi license: None
zero-socialauth,
apache license v2.0,
Apache-2.0,
Converted.
zerotest,
MIT,
MIT,
Pypi provided an SPDX id.
zeroth-client, detected pypi license: None
zero-thumbnails,
apache license v2.0,
Apache-2.0,
Converted.
zerotier,
Apache 2.0,
Apache-2.0,
Converted.
zerotk-clikit, detected pypi license: None
zerotk-easyfs, detected pypi license: None
zerotk-jenkins-job-builder,
Apache License, Version 2.0,
Apache-2.0,
Converted.
zerotk-jenkins-job-builder-pipeline, detected pypi license: None
zerotk-lib,
MIT license,
MIT,
Converted.
zerotk-reraiseit, detected pypi license: None
zerotk-url2env,
MIT,
MIT,
Pypi provided an SPDX id.
zerotk-virtualenv-api,
BSD,
BSD,
NOT Converted.
zerotk-xml-factory, detected pypi license: None
zerotk-zops,
MIT license,
MIT,
Converted.
zero-two, detected pypi license: None
zero-users,
apache license v2.0,
Apache-2.0,
Converted.
zerovm-sphinx-theme,
UNKNOWN,
UNKNOWN,
NOT Converted.
zerqu,
unknown,
unknown,
NOT Converted.
zerrphix,
MIT,
MIT,
Pypi provided an SPDX id.
zertoapilib, detected pypi license: None
zertoapl, detected pypi license: None
zerv,
GNU General Public License v3 (GPLv3),
GPL-3.0-only,
Converted.
zerz-test, detected pypi license: None
zes3t,
LGPLv3,
LGPL-3.0-only,
Converted.
zesje, detected pypi license: None
zespa,
Apache Software License,
Apache Software License,
NOT Converted.
zess-chapter3,
UNKNOWN,
UNKNOWN,
NOT Converted.
zess-chapter5,
UNKNOWN,
UNKNOWN,
NOT Converted.
zess-chapter6,
UNKNOWN,
UNKNOWN,
NOT Converted.
zess-chapter7,
UNKNOWN,
UNKNOWN,
NOT Converted.
zess-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zest, detected pypi license: None
zest-cachetuning,
GPL,
GPL,
NOT Converted.
zest-commentcleanup,
GPL,
GPL,
NOT Converted.
zest-emailhider,
GPL,
GPL,
NOT Converted.
zester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zestful-parse-ingredient,
MIT,
MIT,
Pypi provided an SPDX id.
zest-ploneglossaryhighlight,
GPL,
GPL,
NOT Converted.
zest-pocompile,
GPL,
GPL,
NOT Converted.
zest-recipe-mysql,
ZPL,
ZPL,
NOT Converted.
zest-releaser,
GPL,
GPL,
NOT Converted.
zestreleaser-towncrier,
GPL,
GPL,
NOT Converted.
zest-social,
GPL,
GPL,
NOT Converted.
zest-specialpaste,
GPL,
GPL,
NOT Converted.
zest-stabilizer,
GPL,
GPL,
NOT Converted.
zestyparser,
MIT,
MIT,
Pypi provided an SPDX id.
zesty-poker,
MIT,
MIT,
Pypi provided an SPDX id.
zesty-zbs-api, detected pypi license: None
zesty-zbs-api-1621, detected pypi license: None
zesty-zbs-api-dev, detected pypi license: None
zest-zodbupdate,
ZPL 2.1,
ZPL-2.1,
Converted.
zet, 404 - page not found
zeta,
UNKNOWN,
UNKNOWN,
NOT Converted.
zetalib,
GPLv3+,
GPL-3.0-or-later,
Converted.
zetalibrary,
GNU LGPL,
GNU LGPL,
NOT Converted.
zetalytics-api, detected pypi license: None
zetane, detected pypi license: None
zetanize, detected pypi license: None
zetapush-python,
MIT,
MIT,
Pypi provided an SPDX id.
zetaseq, detected pypi license: None
zetastitcher,
GPLv3+,
GPL-3.0-or-later,
Converted.
zetcode-zh, detected pypi license: None
zetest, detected pypi license: None
ze-the-scraper,
MIT,
MIT,
Pypi provided an SPDX id.
zettelgeist,
Apache License 2.0,
Apache-2.0,
Converted.
zettelkasten,
MIT,
MIT,
Pypi provided an SPDX id.
zettels,
GPLv3+,
GPL-3.0-or-later,
Converted.
zettlekasten,
MIT,
MIT,
Pypi provided an SPDX id.
zettwerk-clickmap,
GPL,
GPL,
NOT Converted.
zettwerk-fullcalendar,
GPL,
GPL,
NOT Converted.
zettwerk-i18nduder,
GPL,
GPL,
NOT Converted.
zettwerk-mailtemplates,
GPL,
GPL,
NOT Converted.
zettwerk-mobile,
gpl,
gpl,
NOT Converted.
zettwerk-mobiletheming,
gpl,
gpl,
NOT Converted.
zettwerk-ui,
GPL,
GPL,
NOT Converted.
zettwerk-users,
GPL,
GPL,
NOT Converted.
zetup,
LGPLv3,
LGPL-3.0-only,
Converted.
zetuptools,
MIT,
MIT,
Pypi provided an SPDX id.
zeugma,
MIT,
MIT,
Pypi provided an SPDX id.
zeus,
UNKNOWN,
UNKNOWN,
NOT Converted.
zeusasd, 404 - page not found
zeus-ci,
GPL-2.0,
GPL-2.0-only,
Converted.
zeus-client, detected pypi license: None
zeus-lab804,
BSD,
BSD,
NOT Converted.
zeus-log-parser,
ISC,
ISC,
Pypi provided an SPDX id.
zeus-mcmc, detected pypi license: None
zeus-py-core-zurckz, 404 - page not found
zevcrack,
MIT,
MIT,
Pypi provided an SPDX id.
zevents,
MIT license,
MIT,
Converted.
zeversolar-api,
MIT,
MIT,
Pypi provided an SPDX id.
zevit-aih-sdk, detected pypi license: None
zevon, detected pypi license: None
zevvle-python-sdk, detected pypi license: None
zexceptions,
ZPL 2.1,
ZPL-2.1,
Converted.
zexfn,
MIT,
MIT,
Pypi provided an SPDX id.
zeyrek,
MIT license,
MIT,
Converted.
zezfio,
UNKNOWN,
UNKNOWN,
NOT Converted.
zf, detected pypi license: None
zfapi, detected pypi license: None
zfc,
GPL,
GPL,
NOT Converted.
zfec,
GPL-2+,
GPL-2.0-or-later,
Converted.
zfhe, detected pypi license: None
zfhello,
UNKNOWN,
UNKNOWN,
NOT Converted.
zfit,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
zfit-interface,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
zfit-physics,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
zflearnpipw, detected pypi license: None
zflix,
GPL V3,
GPL-3.0-only,
Converted.
zflow,
MIT license,
MIT,
Converted.
zfnew, detected pypi license: None
zforeach,
GNU GENERAL PUBLIC LICENSE,
GNU GENERAL PUBLIC LICENSE,
NOT Converted.
zformat,
MIT,
MIT,
Pypi provided an SPDX id.
z-format,
MIT,
MIT,
Pypi provided an SPDX id.
zforms,
MIT,
MIT,
Pypi provided an SPDX id.
zfp, detected pypi license: None
zfpy, detected pypi license: None
zfpytest,
UNKNOWN,
UNKNOWN,
NOT Converted.
zfpyutils,
MIT,
MIT,
Pypi provided an SPDX id.
zframework, detected pypi license: None
zfs, detected pypi license: None
zfs3backup,
LICENSE,
LICENSE,
NOT Converted.
zf-samplesprider, detected pypi license: None
zfs-autobackup, detected pypi license: None
zfs-backup,
MIT,
MIT,
Pypi provided an SPDX id.
zfs-check, detected pypi license: None
zfs-clone-manager,
LICENSE,
LICENSE,
NOT Converted.
zfslib,
BSD-3-Clause,
BSD-3-Clause,
Pypi provided an SPDX id.
zfs-replicate,
BSD-2-Clause,
BSD-2-Clause,
Pypi provided an SPDX id.
zfs-tools,
GPL,
GPL,
NOT Converted.
zfs-tools-zbackup,
GPL,
GPL,
NOT Converted.
zfstui, detected pypi license: None
zfs-uploader, detected pypi license: None
zfs-utils-osx,
BSD,
BSD,
NOT Converted.
zfun,
MIT,
MIT,
Pypi provided an SPDX id.
zfutils,
MIT,
MIT,
Pypi provided an SPDX id.
zfxgtest, 404 - page not found
zg, detected pypi license: None
zg2p, 404 - page not found
zga, detected pypi license: None
zgeo,
MIT,
MIT,
Pypi provided an SPDX id.
zgeo2, 404 - page not found
zgeo-atom,
BSD,
BSD,
NOT Converted.
zgeo-geographer,
BSD,
BSD,
NOT Converted.
zgeo-kml,
BSD,
BSD,
NOT Converted.
zgeo-plone-atom,
GPL,
GPL,
NOT Converted.
zgeo-plone-geographer,
GPL,
GPL,
NOT Converted.
zgeo-plone-kml,
GPL,
GPL,
NOT Converted.
zgeo-recipe-openlayers,
GPL,
GPL,
NOT Converted.
zgeo-spatialindex,
BSD,
BSD,
NOT Converted.
zgeo-wfs,
BSD,
BSD,
NOT Converted.
zget,
MIT,
MIT,
Pypi provided an SPDX id.
zgh0241,
BSD License,
BSD License,
NOT Converted.
zgitignore,
MIT,
MIT,
Pypi provided an SPDX id.
zgl,
contact developer,
contact developer,
NOT Converted.
zgoubi-metadata, detected pypi license: None
zgres,
UNKNOWN,
UNKNOWN,
NOT Converted.
zgtf, detected pypi license: None
zgtoolkit, detected pypi license: None
zgtools,
MIT,
MIT,
Pypi provided an SPDX id.
zgulde, detected pypi license: None
zgw-auth-backend,
MIT,
MIT,
Pypi provided an SPDX id.
zgw-consumers,
MIT,
MIT,
Pypi provided an SPDX id.
zgy2sgz,
Apache License 2.0,
Apache-2.0,
Converted.
zgy-first-bao, detected pypi license: None
zh,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhang,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhang2016dependency,
MIT,
MIT,
Pypi provided an SPDX id.
zhang4122738, detected pypi license: None
zhangbinnester, detected pypi license: None
zhangbin-test1, detected pypi license: None
zhangchao,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhangda, detected pypi license: None
zhanghao, detected pypi license: None
zhang-hello,
MIT,
MIT,
Pypi provided an SPDX id.
zhanglei, detected pypi license: None
zhangpsuperlist, 404 - page not found
zhangpsupetlist, 404 - page not found
zhangte,
MIT,
MIT,
Pypi provided an SPDX id.
zhang-test,
MIT,
MIT,
Pypi provided an SPDX id.
zhangte-test, 404 - page not found
zhangwei-helper, detected pypi license: None
zhangwlgq,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhangxulong,
BSD,
BSD,
NOT Converted.
zhangyilong, detected pypi license: None
zhangyong87524,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhangyuyan,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhangyx-test-1,
MIT Licence,
MIT,
Converted.
zhao,
GNU General Public License v3 (GPLv3),
GPL-3.0-only,
Converted.
zhao-test,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhaotiezhuang,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhaowenlei,
MIT License,
MIT,
Converted.
zhaoyangtest,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhaoyumotifgraph, 404 - page not found
zha-quirks,
Apache License Version 2.0,
Apache-2.0,
Converted.
zhash,
MIT license,
MIT,
Converted.
zhconv,
GPLv2+,
GPL-2.0-or-later,
Converted.
zh-dataset-inews,
Private,
Private,
NOT Converted.
zhdate, detected pypi license: None
zhdk, detected pypi license: None
zh-doclint,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhenbin-awesome-helloworld-script, detected pypi license: None
zheng, detected pypi license: None
zhengen-src,
GPL V3,
GPL-3.0-only,
Converted.
zheshiwodemokuai1, detected pypi license: None
zheyang,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhfnote,
MIT,
MIT,
Pypi provided an SPDX id.
zhihu,
MIT License,
MIT,
Converted.
zhihuapi,
MIT,
MIT,
Pypi provided an SPDX id.
zhihu-cli,
MIT,
MIT,
Pypi provided an SPDX id.
zhihu-oauth,
MIT,
MIT,
Pypi provided an SPDX id.
zhihu-py3,
MIT,
MIT,
Pypi provided an SPDX id.
zhihu-qrcode-login,
MIT,
MIT,
Pypi provided an SPDX id.
zhihu-question-autopass-thrift, detected pypi license: None
zhihutool,
GPLv3,
GPL-3.0-only,
Converted.
zhihuvapi,
MIT License,
MIT,
Converted.
zhimabot,
MIT license,
MIT,
Converted.
zhinst,
MIT,
MIT,
Pypi provided an SPDX id.
zhinst-hdiq, detected pypi license: None
zhinst-qcodes,
MIT,
MIT,
Pypi provided an SPDX id.
zhinst-toolkit,
MIT,
MIT,
Pypi provided an SPDX id.
zhiqiang, detected pypi license: None
zhiqing, detected pypi license: None
zhitools,
MIT License,
MIT,
Converted.
zhixuewang,
MIT,
MIT,
Pypi provided an SPDX id.
zhjnester, detected pypi license: None
zhj-top, detected pypi license: None
zhk,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhlib,
MIT,
MIT,
Pypi provided an SPDX id.
zhlib-snapshot,
MIT,
MIT,
Pypi provided an SPDX id.
zhlint,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhlite,
MIT,
MIT,
Pypi provided an SPDX id.
zhmc-ansible-modules,
Apache License, Version 2.0,
Apache-2.0,
Converted.
zhmccli,
Apache License, Version 2.0,
Apache-2.0,
Converted.
zhmcclient,
Apache License, Version 2.0,
Apache-2.0,
Converted.
zhmc-prometheus-exporter,
Apache License, Version 2.0,
Apache-2.0,
Converted.
zh-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhn-nester, detected pypi license: None
zhon,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhongguolib,
LICENSE.txt,
LICENSE.txt,
NOT Converted.
zhong-hong-hvac,
Apache,
Apache,
NOT Converted.
zhongkui-core,
MIT,
MIT,
Pypi provided an SPDX id.
zhonglp, detected pypi license: None
zhongzhuoragan, detected pypi license: None
zhongzhuproject, detected pypi license: None
zhora,
MIT,
MIT,
Pypi provided an SPDX id.
zhot, detected pypi license: None
zhou, detected pypi license: None
zhouch22,
LGPL v3,
LGPL-3.0-only,
Converted.
zhouguochang, detected pypi license: None
zhoumingsupermath, detected pypi license: None
zhou-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhousay,
MIT,
MIT,
Pypi provided an SPDX id.
zhouyao, detected pypi license: None
zhouyuanzhen,
Apache License 2.0,
Apache-2.0,
Converted.
zhouzhiqiang-guestbook,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhouzhiyong-test, detected pypi license: None
zhpy,
MIT,
MIT,
Pypi provided an SPDX id.
zhpy3,
Type license() to see the full license text,
Type license to see the full license text,
NOT Converted.
zh-rasa,
Private,
Private,
NOT Converted.
zh-recover,
Apache 2.0,
Apache-2.0,
Converted.
zhruby,
MIT,
MIT,
Pypi provided an SPDX id.
zh-segment,
Apache 2.0,
Apache-2.0,
Converted.
zhsq-toolbox,
MIT,
MIT,
Pypi provided an SPDX id.
zhtest,
BSD-derived http://www.repoze.org/LICENSE.txt,
BSD-derived http://www.repoze.org/LICENSE.txt,
NOT Converted.
zhtools, detected pypi license: None
zhttp,
MIT,
MIT,
Pypi provided an SPDX id.
zhtts,
MIT,
MIT,
Pypi provided an SPDX id.
zhtw-print,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhudb, detected pypi license: None
zhue,
GPL3,
GPL-3.0-only,
Converted.
zhugc-study-math, detected pypi license: None
zhuguli,
MIT License,
MIT,
Converted.
zhuhegege, detected pypi license: None
zhuhegegehahaha, detected pypi license: None
zhujiabinsuperman, detected pypi license: None
zhujiangyu,
MIT,
MIT,
Pypi provided an SPDX id.
zhujunhua-common,
MIT License,
MIT,
Converted.
zhulong, detected pypi license: None
zhulong2, detected pypi license: None
zhulong3, detected pypi license: None
zhulong4, detected pypi license: None
zhulong5, detected pypi license: None
zhu-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhupengfei-eleme,
MIT,
MIT,
Pypi provided an SPDX id.
zhupengjuntest, detected pypi license: None
zhushengwen,
MIT,
MIT,
Pypi provided an SPDX id.
zhushixinqqq, detected pypi license: None
zhuxinyupakage-nester, detected pypi license: None
zhuyoucou, 404 - page not found
zhuzhibiao, detected pypi license: None
zhuzuwei-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhx, detected pypi license: None
zhy-dash-comp, detected pypi license: None
zhyuoct-nester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zhznester,
UNKNOWN,
UNKNOWN,
NOT Converted.
zi,
MIT,
MIT,
Pypi provided an SPDX id.
zia,
MIT,
MIT,
Pypi provided an SPDX id.
ziafont, detected pypi license: None
ziamath, detected pypi license: None
zi-api-auth-client,
MIT,
MIT,
Pypi provided an SPDX id.
ziaplot, detected pypi license: None
zibal,
MIT,
MIT,
Pypi provided an SPDX id.
zibal-django,
MIT  # Example license,
MIT,
Converted.
zibalplatform,
MIT,
MIT,
Pypi provided an SPDX id.
zibekesu, detected pypi license: None
zibrato,
LICENSE.txt,
LICENSE.txt,
NOT Converted.
zicbee,
BSD,
BSD,
NOT Converted.
zicbee-gst,
BSD,
BSD,
NOT Converted.
zicbee-lib,
BSD,
BSD,
NOT Converted.
zicbee-mplayer,
BSD,
BSD,
NOT Converted.
zicbee-mpris,
BSD,
BSD,
NOT Converted.
zicbee-vlc,
BSD,
BSD,
NOT Converted.
zict,
BSD,
BSD,
NOT Converted.
zi-dct0, detected pypi license: None
zidiscord-py,
MIT,
MIT,
Pypi provided an SPDX id.
zif-gzipper,
BSD,
BSD,
NOT Converted.
zif-headincludes,
BSD,
BSD,
NOT Converted.
zif-jsmin,
BSD,
BSD,
NOT Converted.
zif-jsonserver,
ZPL2.1 and LGPL,
LGPL-2.1-only,
Converted.
zif-sedna,
BSD,
BSD,
NOT Converted.
zif-xtemplate, detected pypi license: None
zig, detected pypi license: None
zigate, detected pypi license: None
ziggeo,
Apache 2.0,
Apache-2.0,
Converted.
ziggie, detected pypi license: None
ziggof1broadcasts,
MIT license,
MIT,
Converted.
ziggo-mediabox-xl,
MIT license,
MIT,
Converted.
ziggonext,
MIT license,
MIT,
Converted.
ziggonextpl, 404 - page not found
